date,side,reversal,entry_dt,entry,sl,target,exit_dt,exit,exit_reason,bars_held,entry_wait_min,exit_wait_min,mae,mfe,pnl
2023-03-31,long,R,2023-03-31T15:25:00+05:30,17359.8,17204.7,,2023-04-17T15:25:00+05:30,17706.8,trail,8,0,3000,-47.0,503.2,347.1
2023-04-24,long,G,2023-04-24T15:25:00+05:30,17743.4,17612.5,,2023-05-03T15:25:00+05:30,18089.8,trail,6,0,2250,-32.2,436.8,346.4
2023-05-19,long,G,2023-05-19T15:25:00+05:30,18203.4,18060.4,,2023-05-24T15:25:00+05:30,18285.4,trail,3,0,1125,-24.6,216.3,82.0
2023-06-07,long,G,2023-06-07T15:25:00+05:30,18726.4,18636.0,,2023-06-08T15:25:00+05:30,18634.6,trail,1,0,375,-110.8,51.5,-91.8
2023-06-14,long,U,2023-06-14T15:25:00+05:30,18755.9,18690.0,,2023-06-15T15:25:00+05:30,18688.1,trail,1,0,375,-86.8,38.2,-67.8
2023-06-20,long,W,2023-06-20T15:25:00+05:30,18816.7,18660.7,,2023-06-22T15:25:00+05:30,18771.2,trail,2,0,750,-57.2,69.9,-45.4
2023-06-26,long,R,2023-06-26T15:25:00+05:30,18691.2,18646.7,,2023-07-07T15:25:00+05:30,19331.8,trail,8,0,3000,23.1,832.4,640.6
2023-07-11,long,G,2023-07-11T15:25:00+05:30,19439.4,19406.4,,2023-07-12T15:25:00+05:30,19384.3,trail,1,0,375,-77.7,68.3,-55.1
2023-07-14,long,G,2023-07-14T15:25:00+05:30,19564.5,19433.5,,2023-07-21T15:25:00+05:30,19745.0,trail,5,0,1875,-1.6,427.3,180.5
2023-09-01,long,R,2023-09-01T15:25:00+05:30,19435.3,19255.7,,2023-09-20T15:25:00+05:30,19901.4,trail,12,0,4500,-2.5,787.1,466.1
2023-10-11,long,R,2023-10-11T15:25:00+05:30,19811.3,19756.9,,2023-10-13T15:25:00+05:30,19751.1,trail,2,0,750,-176.0,32.0,-60.3
2023-11-06,long,R,2023-11-06T15:25:00+05:30,19411.8,19309.7,,2023-11-09T15:25:00+05:30,19395.3,trail,3,0,1125,-82.7,52.7,-16.4
2023-11-15,long,G,2023-11-15T15:25:00+05:30,19675.4,19579.7,,2023-12-12T15:25:00+05:30,20906.4,trail,18,0,6750,-48.4,1362.5,1231.0
2023-12-14,long,G,2023-12-14T15:25:00+05:30,21182.7,21074.4,,2023-12-20T15:25:00+05:30,21150.2,trail,4,0,1500,-95.3,410.3,-32.5
2023-12-21,long,W,2023-12-21T15:25:00+05:30,21255.1,20976.8,,2024-01-02T15:25:00+05:30,21665.8,trail,7,0,2625,-22.6,579.3,410.8
2024-01-04,long,G,2024-01-04T15:25:00+05:30,21658.6,21564.6,,2024-01-08T15:25:00+05:30,21513.0,trail,2,0,750,-165.7,105.3,-145.6
2024-01-12,long,G,2024-01-12T15:25:00+05:30,21894.6,21715.2,,2024-01-17T15:25:00+05:30,21571.9,trail,3,0,1125,-344.1,229.6,-322.6
2024-01-29,long,R,2024-01-29T15:25:00+05:30,21737.6,21429.6,,2024-02-05T15:25:00+05:30,21771.7,trail,5,0,1875,-288.8,389.2,34.1
2024-02-13,long,R,2024-02-13T15:25:00+05:30,21743.2,21543.3,,2024-02-26T15:25:00+05:30,22122.1,trail,9,0,3375,-213.1,554.2,378.8
2024-03-04,long,U,2024-03-04T15:25:00+05:30,22405.6,22358.3,,2024-03-05T15:25:00+05:30,22356.3,trail,1,0,375,-136.4,11.3,-49.3
2024-03-28,long,R,2024-03-28T15:25:00+05:30,22326.9,22163.6,,2024-04-12T15:25:00+05:30,22519.4,trail,9,0,3375,-23.1,448.8,192.5
2024-04-22,long,R,2024-04-22T15:25:00+05:30,22336.4,22198.2,,2024-05-03T15:25:00+05:30,22475.8,trail,8,0,3000,-31.2,458.3,139.4
2024-05-16,long,R,2024-05-16T15:25:00+05:30,22403.8,22054.6,,2024-05-29T15:25:00+05:30,22704.7,trail,8,0,3000,-58.2,707.0,300.8
2024-06-05,long,R,2024-06-05T15:25:00+05:30,22620.3,21791.9,,2024-07-10T15:25:00+05:30,24324.4,trail,24,0,9000,22.2,1840.7,1704.1
2024-07-18,long,W,2024-07-18T15:25:00+05:30,24800.8,24504.4,,2024-08-02T15:25:00+05:30,24717.7,trail,11,0,4125,-726.7,277.5,-83.2
2024-08-16,long,R,2024-08-16T15:25:00+05:30,24541.2,24204.5,,2024-09-04T15:25:00+05:30,25198.7,trail,13,0,4875,-18.2,792.5,657.5
2024-09-12,long,R,2024-09-12T15:25:00+05:30,25388.9,24941.4,,2024-09-30T15:25:00+05:30,25810.8,trail,12,0,4500,-103.3,888.4,421.9
2024-11-25,long,R,2024-11-25T15:25:00+05:30,24221.9,24135.4,,2024-11-28T15:25:00+05:30,23914.2,trail,3,0,1125,-348.6,132.7,-307.8
2024-11-29,long,R,2024-11-29T15:25:00+05:30,24131.1,23927.2,,2024-12-09T15:25:00+05:30,24619.0,trail,6,0,2250,-122.4,726.7,487.9
2024-12-13,long,W,2024-12-13T15:25:00+05:30,24768.3,24180.8,,2024-12-17T15:25:00+05:30,24336.0,trail,2,0,750,-464.9,12.9,-432.3
2025-01-02,long,R,2025-01-02T15:25:00+05:30,24188.7,23751.6,,2025-01-06T15:25:00+05:30,23616.1,trail,2,0,750,-636.8,7.8,-572.6
2025-01-31,long,R,2025-01-31T15:25:00+05:30,23508.4,23277.4,,2025-02-06T15:25:00+05:30,23603.3,trail,5,0,1875,-286.4,298.9,94.9
2025-03-18,long,R,2025-03-18T15:25:00+05:30,22834.3,22599.2,,2025-03-26T15:25:00+05:30,23486.8,trail,6,0,2250,-26.4,1035.3,652.5
2025-04-15,long,R,2025-04-15T15:25:00+05:30,23328.6,23207.0,,2025-04-25T15:25:00+05:30,24039.3,trail,7,0,2625,-55.5,1036.9,710.8
2025-05-12,long,W,2025-05-12T15:25:00+05:30,24924.7,24378.8,,2025-05-19T15:25:00+05:30,24945.4,trail,5,0,1875,-430.2,191.6,20.8
2025-06-05,long,R,2025-06-05T15:25:00+05:30,24750.9,24613.1,,2025-06-12T15:25:00+05:30,24888.2,trail,5,0,1875,-79.5,471.5,137.3
2025-06-16,long,R,2025-06-16T15:25:00+05:30,24946.5,24703.6,,2025-06-18T15:25:00+05:30,24812.1,trail,2,0,750,-196.1,35.6,-134.4
2025-06-20,long,R,2025-06-20T15:25:00+05:30,25112.4,24783.7,,2025-06-30T15:25:00+05:30,25517.1,trail,6,0,2250,-287.6,556.9,404.7
2025-07-08,long,U,2025-07-08T15:25:00+05:30,25522.5,25424.2,,2025-07-10T15:25:00+05:30,25355.2,trail,2,0,750,-182.1,26.2,-167.2
2025-08-18,long,R,2025-08-18T15:25:00+05:30,24876.9,24852.8,,2025-08-22T15:25:00+05:30,24870.1,trail,4,0,1500,-17.8,276.7,-6.8
2025-08-25,long,G,2025-08-25T15:25:00+05:30,24967.8,24894.3,,2025-08-26T15:25:00+05:30,24712.1,trail,1,0,375,-278.2,-48.1,-255.7
2025-09-03,long,R,2025-09-03T15:25:00+05:30,24715.1,24533.2,,2025-09-19T15:25:00+05:30,25327.1,trail,12,0,4500,-93.5,733.9,612.0
2025-10-06,long,R,2025-10-06T15:25:00+05:30,25077.7,24881.7,,2025-10-08T15:25:00+05:30,25046.2,trail,2,0,750,-69.2,143.2,-31.5
2025-10-13,long,U,2025-10-13T15:25:00+05:30,25227.3,25152.3,,2025-10-14T15:25:00+05:30,25145.5,trail,1,0,375,-166.8,83.0,-81.8
2025-10-17,long,U,2025-10-17T15:25:00+05:30,25709.8,25508.6,,2025-10-24T15:25:00+05:30,25795.2,trail,4,0,1500,8.3,394.3,85.3
2025-11-11,long,R,2025-11-11T15:25:00+05:30,25694.9,25449.2,,2025-11-24T15:25:00+05:30,25959.5,trail,9,0,3375,45.9,551.7,264.6
2025-11-26,long,W,2025-11-26T15:25:00+05:30,26205.3,25842.9,,2025-12-02T15:25:00+05:30,26032.2,trail,4,0,1500,-207.5,120.5,-173.1
2025-12-12,long,R,2025-12-12T15:25:00+05:30,26046.9,25938.4,,2025-12-16T15:25:00+05:30,25860.1,trail,2,0,750,-212.6,0.2,-186.8
2025-12-22,long,R,2025-12-22T15:25:00+05:30,26172.4,26047.8,,2025-12-26T15:25:00+05:30,26042.3,trail,3,0,1125,-163.8,64.0,-130.1
2025-12-31,long,R,2025-12-31T15:25:00+05:30,26129.6,25969.0,,2026-01-06T15:25:00+05:30,26178.7,trail,4,0,1500,-16.2,243.6,49.1
2026-02-03,long,R,2026-02-03T15:25:00+05:30,25727.6,25641.3,,2026-02-12T15:25:00+05:30,25807.2,trail,7,0,2625,-235.7,281.8,79.6
2026-02-16,long,R,2026-02-16T15:25:00+05:30,25682.8,25372.7,,2026-02-19T15:25:00+05:30,25454.3,trail,3,0,1125,-294.0,202.6,-228.4
2026-02-23,long,R,2026-02-23T15:25:00+05:30,25713.0,25609.3,,2026-02-24T15:25:00+05:30,25424.7,trail,1,0,375,-385.4,-71.2,-288.3
2026-04-08,long,R,2026-04-08T15:25:00+05:30,23997.3,23828.5,,2026-04-09T15:25:00+05:30,23775.1,trail,1,0,375,-314.5,-6.6,-222.2
2026-04-10,long,G,2026-04-10T15:25:00+05:30,24050.6,23856.3,,2026-04-13T15:25:00+05:30,23842.7,trail,1,0,375,-495.0,-143.2,-207.9
2026-04-15,long,G,2026-04-15T15:25:00+05:30,24231.3,24145.8,,2026-04-23T15:25:00+05:30,24173.1,trail,6,0,2250,-135.2,370.4,-58.2
2026-04-29,long,G,2026-04-29T15:25:00+05:30,24177.7,24059.9,,2026-04-30T15:25:00+05:30,23997.6,trail,1,0,375,-380.8,-90.2,-180.1
2026-05-04,long,U,2026-05-04T15:25:00+05:30,24119.3,24004.8,,2026-05-08T15:25:00+05:30,24176.2,trail,4,0,1500,-237.2,362.8,56.8
2026-05-25,long,R,2026-05-25T15:25:00+05:30,24031.7,23922.8,,2026-05-26T15:25:00+05:30,23913.7,trail,1,0,375,-146.2,58.1,-118.0
2026-06-12,long,R,2026-06-12T15:25:00+05:30,23622.9,23313.9,,2026-06-19T15:25:00+05:30,24013.1,trail,5,0,1875,194.9,566.3,390.2
